sample_label,clusters4
c2g1s186,82
c2g1s187,115
c2g1s188,115
c2g1s189,115
c2g1s190,115
c2g1s191,82
c2g1s192,82
c2g1s193,82
c2g1s194,115
c2g1s195,82
c2g1s196,115
c2g1s197,82
c2g1s198,82
c2g1s199,115
c2g1s200,82
c2g1s201,115
c2g1s202,115
c2g1s203,115
c2g1s204,82
c2g1s205,115
c2g1s206,115
c2g1s207,115
c2g1s208,115
c2g1s209,82
c2g1s210,115
c2g1s211,82
c2g1s212,82
c2g1s213,82
c2g1s214,115
c2g1s215,82
c2g1s216,82
c2g1s217,82
c2g1s218,115
c2g1s219,82
c2g1s220,82
c2g1s221,82
c2g1s222,115
c2g1s223,82
c2g1s224,115
c2g1s225,115
c2g1s226,115
c2g1s227,82
c2g1s228,82
c2g1s229,115
c2g1s230,115
c2g1s231,115
c2g1s232,115
c2g1s233,115
c2g1s234,82
c2g1s235,82
c2g1s236,115
c2g1s237,82
c2g1s238,82
c2g1s239,82
c2g1s240,82
c2g1s241,115
c2g1s242,82
c2g1s243,82
c2g1s244,115
c2g1s245,115
c2g1s246,82
c2g1s247,115
c2g1s248,115
c2g1s249,82
c2g1s250,115
c2g1s251,82
c2g1s252,82
c2g1s253,82
c2g1s254,115
c2g1s255,115
c2g1s256,115
c2g1s257,115
c2g1s258,82
c2g1s259,82
c2g1s260,82
c2g1s261,115
c2g1s262,82
c2g1s263,115
c2g1s264,115
c2g1s265,82
c2g1s266,82
c2g1s267,82
c2g1s268,82
c2g1s269,82
c2g1s270,115
c2g1s271,115
c2g1s272,82
c2g1s273,82
c2g1s274,115
c2g1s275,115
c2g1s276,115
c2g1s277,115
c2g1s278,82
c2g1s279,115
c2g1s280,82
c2g1s281,82
c2g1s282,115
c2g1s283,115
c2g1s284,115
c2g1s285,115
c2g1s286,115
c2g1s287,115
c2g1s288,115
c2g1s289,82
c2g1s290,82
c2g1s291,115
c2g1s292,82
c2g1s293,82
c2g1s294,115
c2g1s295,115
c2g1s296,82
c2g1s297,115
c2g1s298,115
c2g1s299,82
c2g1s300,82
c2g1s301,82
c2g1s302,82
c2g1s303,82
c2g1s304,82
c2g1s305,115
c2g1s306,82
c2g1s307,82
c2g1s308,82
c2g1s309,82
c2g1s310,82
c2g1s311,115
c2g1s312,82
c2g1s313,115
c2g1s314,82
c2g1s315,115
c2g1s316,82
c2g1s317,115
c2g1s318,115
c2g1s319,82
c2g1s320,82
c2g1s321,82
c2g1s322,115
c2g1s323,82
c2g1s324,115
c2g1s325,82
c2g1s326,115
c2g1s327,115
c2g1s328,82
c2g1s329,115
c2g1s330,115
c2g1s331,82
c2g1s332,82
c2g1s333,82
c2g1s334,82
c2g1s335,115
c2g1s336,115
c2g1s337,115
c2g1s338,115
c2g1s339,82
c2g1s340,82
c2g1s341,82
c2g1s342,82
c2g1s343,82
c2g1s344,82
c2g1s345,82
c2g1s346,115
c2g1s347,82
c2g1s348,115
c2g1s349,115
c2g1s350,82
c2g1s351,82
c2g1s352,82
c2g1s353,82
c2g1s354,115
c2g1s355,82
c2g1s356,82
c2g1s357,115
c2g1s358,82
c2g1s359,115
c2g1s360,115
c2g1s361,82
c2g1s362,82
c2g1s363,82
c2g1s364,115
c2g1s365,115
c2g1s366,82
c2g1s367,82
c2g1s368,82
c2g1s369,82
c2g1s370,115
c2g1s371,115
c2g1s372,82
c2g1s373,82
c2g1s374,82
c2g1s375,82
c2g1s376,82
c2g1s377,115
c2g1s378,115
c2g1s379,82
c2g1s380,115
c2g1s381,82
c2g1s382,115
c2g1s383,115
c2g1s384,115
c2g1s385,82
c2g1s386,82
c2g1s387,82
c2g1s388,82
c2g1s389,82
c2g1s390,115
c2g1s391,115
c2g1s392,82
c2g1s393,82
c2g1s394,82
c2g1s395,82
c2g1s396,82
c2g1s397,82
c2g1s398,82
c2g1s399,115
c2g1s400,82
c2g1s401,82
c2g1s402,82
c2g1s403,82
c2g1s404,82
c2g1s405,82
c2g1s406,115
c2g1s407,82
c2g1s408,115
c2g1s409,115
c2g1s410,115
c2g1s411,82
c2g1s412,115
c2g1s413,82
c2g1s414,115
c2g1s415,82
c2g1s416,115
c2g1s417,115
c2g1s418,115
c2g1s419,115
c2g1s420,82
c2g1s421,115
c2g1s422,115
c2g1s423,82
c2g1s424,115
c2g1s425,115
c2g1s426,115
c2g1s427,82
c2g1s428,115
c2g1s429,82
c2g1s430,115
c2g1s431,115
c2g1s432,115
c2g1s433,82
c2g1s434,82
c2g1s435,82
c2g1s436,82
c2g1s437,82
c2g1s438,115
c2g1s439,82
c2g1s440,82
c2g1s441,115
c2g1s442,115
c2g1s443,115
c2g1s444,115
c2g1s445,115
c2g1s446,115
c2g1s447,82
c2g1s448,115
c2g1s449,82
c2g1s450,82
c2g1s451,82
c2g1s452,82
c2g1s453,115
c2g1s454,82
c2g1s455,82
c2g1s456,115
c2g1s457,115
c2g1s458,82
c2g1s459,82
c2g1s460,115
c2g1s461,82
c2g1s462,115
c2g1s463,82
c2g1s464,82
c2g1s465,82
c2g1s466,115
c2g1s467,115
c2g1s468,82
c2g1s469,82
c2g1s470,82
c2g1s471,115
c2g1s472,82
c2g1s473,82
c2g1s474,115
c2g1s475,82
c2g1s476,82
c2g1s477,82
c2g1s478,115
c2g1s479,115
c2g1s480,82
c2g1s481,82
c2g1s482,82
c2g1s483,82
c2g1s484,115
c2g1s485,82
c2g1s486,82
c2g1s487,82
c2g1s488,115
c2g1s489,82
c2g1s490,82
c2g1s491,82
c2g1s492,82
c2g1s493,115
c2g1s494,115
c2g1s495,115
c2g1s496,115
c2g1s497,115
c2g1s498,115
c2g1s499,82
c2g1s500,82
c2g2s501,252
c2g2s502,82
c2g2s503,82
c2g2s504,75
c2g2s505,252
c2g2s506,252
c2g2s507,252
c2g2s508,252
c2g2s509,252
c2g2s510,252
c2g2s511,252
c2g2s512,252
c2g2s513,252
c2g2s514,75
c2g2s515,75
c2g2s516,252
c2g2s517,252
c2g2s518,252
c2g2s519,75
c2g2s520,252
c2g2s521,252
c2g2s522,75
c2g2s523,82
c2g2s524,252
c2g2s525,82
c2g2s526,75
c2g2s527,82
c2g2s528,252
c2g2s529,82
c2g2s530,252
c2g2s531,82
c2g2s532,75
c2g2s533,252
c2g2s534,75
c2g2s535,252
c2g2s536,252
c2g2s537,252
c2g2s538,75
c2g2s539,82
c2g2s540,75
c2g2s541,75
c2g2s542,252
c2g2s543,82
c2g2s544,82
c2g2s545,82
c2g2s546,252
c2g2s547,252
c2g2s548,75
c2g2s549,82
c2g2s550,252
c2g2s551,252
c2g2s552,252
c2g2s553,75
c2g2s554,252
c2g2s555,252
c2g2s556,252
c2g2s557,82
c2g2s558,75
c2g2s559,252
c2g2s560,252
c2g2s561,252
c2g2s562,75
c2g2s563,252
c2g2s564,82
c2g2s565,82
c2g2s566,75
c2g2s567,82
c2g2s568,252
c2g2s569,252
c2g2s570,252
c2g2s571,252
c2g2s572,75
c2g2s573,252
c2g2s574,82
c2g2s575,75
c2g2s576,75
c2g2s577,82
c2g2s578,82
c2g2s579,252
c2g2s580,75
c2g2s581,252
c2g2s582,75
c2g2s583,75
c2g2s584,252
c2g2s585,82
c2g2s586,252
c2g2s587,75
c2g2s588,252
c2g2s589,252
c2g2s590,75
c2g2s591,75
c2g2s592,252
c2g2s593,252
c2g2s594,75
c2g2s595,75
c2g2s596,75
c2g2s597,75
c2g2s598,252
c2g2s599,75
c2g2s600,82
c2g2s601,75
c2g2s602,252
c2g2s603,75
c2g2s604,82
c2g2s605,252
c2g2s606,75
c2g2s607,75
c2g2s608,75
c2g2s609,75
c2g2s610,252
c2g2s611,75
c2g2s612,75
c2g2s613,252
c2g2s614,252
c2g2s615,82
c2g2s616,252
c2g2s617,82
c2g2s618,252
c2g2s619,252
c2g2s620,82
c2g2s621,75
c2g2s622,75
c2g2s623,75
c2g2s624,75
c2g2s625,75
c2g2s626,252
c2g2s627,252
c2g2s628,75
c2g2s629,75
c2g2s630,75
c2g2s631,252
c2g2s632,252
c2g2s633,75
c2g2s634,75
c2g2s635,252
c2g2s636,252
c2g2s637,252
c2g2s638,252
c2g2s639,75
c2g2s640,252
c2g2s641,75
c2g2s642,82
c2g2s643,75
c2g2s644,75
c2g2s645,252
c2g2s646,82
c2g2s647,252
c2g2s648,75
c2g2s649,82
c2g2s650,252
c2g2s651,252
c2g2s652,252
c2g2s653,82
c2g2s654,75
c2g2s655,82
c2g2s656,75
c2g2s657,75
c2g2s658,75
c2g2s659,75
c2g2s660,82
c2g2s661,75
c2g2s662,252
c2g2s663,252
c2g2s664,75
c2g2s665,82
c2g2s666,75
c2g2s667,82
c2g2s668,252
c2g2s669,75
c2g2s670,252
c2g2s671,252
c2g2s672,252
c2g2s673,75
c2g2s674,252
c2g2s675,252
c2g2s676,252
c2g2s677,75
c2g2s678,75
c2g2s679,82
c2g2s680,75
c2g2s681,252
c2g2s682,252
c2g2s683,252
c2g2s684,252
c2g2s685,82
c2g2s686,252
c2g2s687,82
c2g2s688,252
c2g2s689,82
c2g2s690,252
c2g2s691,82
c2g2s692,82
c2g2s693,75
c2g2s694,82
c2g2s695,252
c2g2s696,75
c2g2s697,252
c2g2s698,75
c2g2s699,252
c2g2s700,252
c2g2s701,252
c2g2s702,82
c2g2s703,252
c2g2s704,75
c2g2s705,252
c2g2s706,75
c2g2s707,252
c2g2s708,252
c2g2s709,252
c2g2s710,75
c2g2s711,252
c2g2s712,82
c2g2s713,252
c2g2s714,252
c2g2s715,82
c2g2s716,252
c2g2s717,252
c2g2s718,82
c2g2s719,252
c2g2s720,252
c2g2s721,75
c2g2s722,252
c2g2s723,252
c2g2s724,252
c2g2s725,252
c2g2s726,252
c2g2s727,252
c2g2s728,82
c2g2s729,252
c2g2s730,252
c2g2s731,252
c2g2s732,75
c2g2s733,75
c2g2s734,75
c2g2s735,75
c2g2s736,82
c2g2s737,75
c2g2s738,75
c2g2s739,82
c2g2s740,252
c2g2s741,75
c2g2s742,82
c2g2s743,75
c2g2s744,252
c2g2s745,82
c2g2s746,252
c2g2s747,75
c2g2s748,252
c2g2s749,252
c2g2s750,252
c2g2s751,252
c2g2s752,252
c2g2s753,252
c2g2s754,75
c2g2s755,75
c2g2s756,75
c2g2s757,75
c2g2s758,75
c2g2s759,75
c2g2s760,75
c2g2s761,82
c2g2s762,252
c2g2s763,75
c2g2s764,252
c2g2s765,252
c2g2s766,252
c2g2s767,75
c2g2s768,82
c2g2s769,75
c2g2s770,252
c2g2s771,252
c2g2s772,75
c2g2s773,82
c2g2s774,75
c2g2s775,75
c2g2s776,252
c2g2s777,252
c2g2s778,75
c2g2s779,252
c2g2s780,82
c2g2s781,75
c2g2s782,252
c2g2s783,82
c2g2s784,75
c2g2s785,252
c2g2s786,252
c2g2s787,75
c2g2s788,252
c2g2s789,252
c2g2s790,75
c2g2s791,252
c2g2s792,252
c2g2s793,75
c2g2s794,252
c2g2s795,82
c2g2s796,82
c2g2s797,82
c2g2s798,252
c2g2s799,252
c2g2s800,252
c2g2s801,75
c2g2s802,252
c2g2s803,252
c2g2s804,75
c2g2s805,252
c2g2s806,252
c2g2s807,252
c2g2s808,75
c2g2s809,75
c2g2s810,82
c2g2s811,252
c2g2s812,75
c2g2s813,82
c2g2s814,252
c2g2s815,252
c2g2s816,82
c2g2s817,82
c2g2s818,252
c2g2s819,82
c2g2s820,82
c2g2s821,82
c2g2s822,82
c2g2s823,75
c2g2s824,252
c2g2s825,252
c2g2s826,252
c2g2s827,252
c2g2s828,75
c2g2s829,82
c2g2s830,75
c2g2s831,252
c2g2s832,82
c2g2s833,75
c2g2s834,252
c2g2s835,82
c2g2s836,75
c2g2s837,252
c2g2s838,252
c2g2s839,75
c2g2s840,252
c2g2s841,252
c2g2s842,252
c2g2s843,75
c2g2s844,75
c2g2s845,252
c2g2s846,75
c2g2s847,75
c2g2s848,75
c2g2s849,252
c2g2s850,252
c2g2s851,82
c2g2s852,75
c2g2s853,252
c2g2s854,252
c2g2s855,252
c2g2s856,252
c2g2s857,75
c2g2s858,252
c2g2s859,252
c2g2s860,252
c2g2s861,252
c2g2s862,75
c2g2s863,75
c2g2s864,82
c2g2s865,75
c2g2s866,252
c2g2s867,252
c2g2s868,252
c2g2s869,75
c2g2s870,252
c2g2s871,82
c2g2s872,75
c2g2s873,252
c2g2s874,252
c2g2s875,82
c2g2s876,252
c2g2s877,252
c2g2s878,75
c2g2s879,75
c2g2s880,252
c2g2s881,252
c2g2s882,75
c2g2s883,252
c2g2s884,75
c2g2s885,252
c2g2s886,75
c2g2s887,252
c2g2s888,252
c2g2s889,252
c2g2s890,252
c2g2s891,252
c2g2s892,75
c2g2s893,75
c2g2s894,252
c2g2s895,252
c2g2s896,75
c2g2s897,252
c2g2s898,75
c2g2s899,252
c2g2s900,252
c2g2s901,75
c2g2s902,252
c2g2s903,252
c2g2s904,252
c2g2s905,252
c2g2s906,252
c2g2s907,82
c2g2s908,82
c2g2s909,82
c2g2s910,252
c2g2s911,82
c2g2s912,252
c2g2s913,252
c2g2s914,252
c2g2s915,252
c2g2s916,75
c2g2s917,252
c2g2s918,252
c2g2s919,82
c2g2s920,252
c2g2s921,75
c2g2s922,75
c2g2s923,75
c2g2s924,252
c2g2s925,75
c2g2s926,252
c2g2s927,75
c2g2s928,252
c2g2s929,82
c2g2s930,75
c2g2s931,252
c2g2s932,252
c2g2s933,252
c2g2s934,252
c2g2s935,82
c2g2s936,82
c2g2s937,252
c2g2s938,75
c2g2s939,252
c2g2s940,82
c2g2s941,252
c2g2s942,75
c2g2s943,252
c2g2s944,252
c2g2s945,252
c2g2s946,252
c2g2s947,82
c2g2s948,82
c2g2s949,252
c2g2s950,75
c2g2s951,75
c2g2s952,252
c2g2s953,252
c2g2s954,75
c2g2s955,75
c2g2s956,82
c2g2s957,82
c2g2s958,75
c2g2s959,75
c2g2s960,252
c2g2s961,75
c2g2s962,252
c2g2s963,252
c2g2s964,75
c2g2s965,75
c2g2s966,75
c2g2s967,75
c2g2s968,75
c2g2s969,252
c2g2s970,82
c2g2s971,75
c2g2s972,75
c2g2s973,75
c2g2s974,82
c2g2s975,82
c2g2s976,75
c2g2s977,252
c2g2s978,252
c2g2s979,252
c2g2s980,252
c2g2s981,82
c2g2s982,252
c2g2s983,75
c2g2s984,252
c2g2s985,252
c2g2s986,252
c2g2s987,82
c2g2s988,75
c2g2s989,82
c2g2s990,75
c2g2s991,252
c2g2s992,82
c2g2s993,252
c2g2s994,252
c2g2s995,75
c2g2s996,75
c2g2s997,75
c2g2s998,252
c2g2s999,82
c2g2s1000,252
