sample_label,centroid10
monkeyc2g2s660,7
monkeyc2g2s661,3
monkeyc2g2s662,7
monkeyc2g2s663,7
monkeyc2g2s664,3
monkeyc2g2s665,7
monkeyc2g2s666,7
monkeyc2g2s667,7
monkeyc2g2s668,7
monkeyc2g2s669,7
monkeyc2g2s670,7
monkeyc2g2s671,7
monkeyc2g2s672,7
monkeyc2g2s673,3
monkeyc2g2s674,7
monkeyc2g2s675,7
monkeyc2g2s676,7
monkeyc2g2s677,7
monkeyc2g2s678,3
monkeyc2g2s679,7
monkeyc2g2s680,7
monkeyc2g2s681,7
monkeyc2g2s682,7
monkeyc2g2s683,7
monkeyc2g2s684,7
monkeyc2g2s685,7
monkeyc2g2s686,7
monkeyc2g2s687,7
monkeyc2g2s688,7
monkeyc2g2s689,7
monkeyc2g2s690,7
monkeyc2g2s691,7
monkeyc2g2s692,7
monkeyc2g2s693,3
monkeyc2g2s694,7
monkeyc2g2s695,7
monkeyc2g2s696,7
monkeyc2g2s697,7
monkeyc2g2s698,7
monkeyc2g2s699,7
monkeyc2g2s700,7
monkeyc2g2s701,7
monkeyc2g2s702,7
monkeyc2g2s703,7
monkeyc2g2s704,7
monkeyc2g2s705,7
monkeyc2g2s706,7
monkeyc2g2s707,7
monkeyc2g2s708,7
monkeyc2g2s709,7
monkeyc2g2s710,7
monkeyc2g2s711,7
monkeyc2g2s712,7
monkeyc2g2s713,7
monkeyc2g2s714,7
monkeyc2g2s715,7
monkeyc2g2s716,7
monkeyc2g2s717,7
monkeyc2g2s718,7
monkeyc2g2s719,7
monkeyc2g2s720,7
monkeyc2g2s721,7
monkeyc2g2s722,7
monkeyc2g2s723,7
monkeyc2g2s724,7
monkeyc2g2s725,7
monkeyc2g2s726,7
monkeyc2g2s727,7
monkeyc2g2s728,7
monkeyc2g2s729,7
monkeyc2g2s730,7
monkeyc2g2s731,7
monkeyc2g2s732,7
monkeyc2g2s733,3
monkeyc2g2s734,7
monkeyc2g2s735,7
monkeyc2g2s736,7
monkeyc2g2s737,3
monkeyc2g2s738,7
monkeyc2g2s739,7
monkeyc2g2s740,7
monkeyc2g2s741,3
monkeyc2g2s742,7
monkeyc2g2s743,3
monkeyc2g2s744,7
monkeyc2g2s745,7
monkeyc2g2s746,7
monkeyc2g2s747,3
monkeyc2g2s748,7
monkeyc2g2s749,7
monkeyc2g2s750,7
monkeyc2g2s751,7
monkeyc2g2s752,7
monkeyc2g2s753,7
monkeyc2g2s754,7
monkeyc2g2s755,7
monkeyc2g2s756,7
monkeyc2g2s757,7
monkeyc2g2s758,7
monkeyc2g2s759,7
monkeyc2g2s760,7
monkeyc2g2s761,7
monkeyc2g2s762,7
monkeyc2g2s763,7
monkeyc2g2s764,7
monkeyc2g2s765,7
monkeyc2g2s766,7
monkeyc2g2s767,7
monkeyc2g2s768,7
monkeyc2g2s769,7
monkeyc2g2s770,7
monkeyc2g2s771,7
monkeyc2g2s772,7
monkeyc2g2s773,7
monkeyc2g2s774,7
monkeyc2g2s775,7
monkeyc2g2s776,7
monkeyc2g2s777,7
monkeyc2g2s778,7
monkeyc2g2s779,7
monkeyc2g2s780,7
monkeyc2g2s781,7
monkeyc2g2s782,7
monkeyc2g2s783,7
monkeyc2g2s784,3
monkeyc2g2s785,7
monkeyc2g2s786,7
monkeyc2g2s787,3
monkeyc2g2s788,7
monkeyc2g2s789,7
monkeyc2g2s790,7
monkeyc2g2s791,7
monkeyc2g2s792,7
monkeyc2g2s793,7
monkeyc2g2s794,7
monkeyc2g2s795,7
monkeyc2g2s796,7
monkeyc2g2s797,7
monkeyc2g2s798,7
monkeyc2g2s799,7
monkeyc2g2s800,7
monkeyc2g2s801,7
monkeyc2g2s802,7
monkeyc2g2s803,7
monkeyc2g2s804,7
monkeyc2g2s805,7
monkeyc2g2s806,7
monkeyc2g2s807,7
monkeyc2g2s808,7
monkeyc2g2s809,7
monkeyc2g2s810,7
monkeyc2g2s811,7
monkeyc2g2s812,7
monkeyc2g2s813,7
monkeyc2g2s814,7
monkeyc2g2s815,7
monkeyc2g2s816,7
monkeyc2g2s817,7
monkeyc2g2s818,7
monkeyc2g2s819,7
monkeyc2g2s820,7
monkeyc2g2s821,7
monkeyc2g2s822,7
monkeyc2g2s823,7
monkeyc2g2s824,7
monkeyc2g2s825,7
monkeyc2g2s826,7
monkeyc2g2s827,7
monkeyc2g2s828,7
monkeyc2g2s829,7
monkeyc2g2s830,7
monkeyc2g2s831,7
monkeyc2g2s832,7
monkeyc2g2s833,7
monkeyc2g2s834,7
monkeyc2g2s835,7
monkeyc2g2s836,7
monkeyc2g2s837,7
monkeyc2g2s838,7
monkeyc2g2s839,7
monkeyc2g2s840,7
monkeyc2g2s841,7
monkeyc2g2s842,7
monkeyc2g2s843,7
monkeyc2g2s844,3
monkeyc2g2s845,7
monkeyc2g2s846,3
monkeyc2g2s847,3
monkeyc2g2s848,7
monkeyc2g2s849,7
monkeyc2g2s850,7
monkeyc2g2s851,7
monkeyc2g2s852,7
monkeyc2g2s853,7
monkeyc2g2s854,7
monkeyc2g2s855,7
monkeyc2g2s856,7
monkeyc2g2s857,7
monkeyc2g2s858,7
monkeyc2g2s859,7
monkeyc2g2s860,7
monkeyc2g2s861,7
monkeyc2g2s862,7
monkeyc2g2s863,7
monkeyc2g2s864,7
monkeyc2g2s865,3
monkeyc2g2s866,7
monkeyc2g2s867,7
monkeyc2g2s868,7
monkeyc2g2s869,3
monkeyc2g2s870,7
monkeyc2g2s871,7
monkeyc2g2s872,3
monkeyc2g2s873,7
monkeyc2g2s874,7
monkeyc2g2s875,7
monkeyc2g2s876,7
monkeyc2g2s877,7
monkeyc2g2s878,7
monkeyc2g2s879,7
monkeyc2g2s880,7
monkeyc2g2s881,7
monkeyc2g2s882,7
monkeyc2g2s883,7
monkeyc2g2s884,3
monkeyc2g2s885,7
monkeyc2g2s886,7
monkeyc2g2s887,7
monkeyc2g2s888,7
monkeyc2g2s889,7
monkeyc2g2s890,7
monkeyc2g2s891,7
monkeyc2g2s892,3
monkeyc2g2s893,7
monkeyc2g2s894,7
monkeyc2g2s895,7
monkeyc2g2s896,7
monkeyc2g2s897,7
monkeyc2g2s898,7
monkeyc2g2s899,7
monkeyc2g2s900,7
monkeyc2g2s901,7
monkeyc2g2s902,7
monkeyc2g2s903,7
monkeyc2g2s904,7
monkeyc2g2s905,7
monkeyc2g2s906,7
monkeyc2g2s907,7
monkeyc2g2s908,7
monkeyc2g2s909,7
monkeyc2g2s910,7
monkeyc2g2s911,7
monkeyc2g2s912,7
monkeyc2g2s913,7
monkeyc2g2s914,7
monkeyc2g2s915,7
monkeyc2g2s916,7
monkeyc2g2s917,7
monkeyc2g2s918,7
monkeyc2g2s919,7
monkeyc2g2s920,7
monkeyc2g2s921,7
monkeyc2g2s922,3
monkeyc2g2s923,3
monkeyc2g2s924,7
monkeyc2g2s925,7
monkeyc2g2s926,7
monkeyc2g2s927,7
monkeyc2g2s928,7
monkeyc2g2s929,7
monkeyc2g2s930,3
monkeyc2g2s931,7
monkeyc2g2s932,7
monkeyc2g2s933,7
monkeyc2g2s934,7
monkeyc2g2s935,7
monkeyc2g2s936,7
monkeyc2g2s937,7
monkeyc2g2s938,7
monkeyc2g2s939,7
monkeyc2g2s940,7
monkeyc2g2s941,7
monkeyc2g2s942,7
monkeyc2g2s943,7
monkeyc2g2s944,7
monkeyc2g2s945,7
monkeyc2g2s946,7
monkeyc2g2s947,7
monkeyc2g2s948,7
monkeyc2g2s949,7
monkeyc2g2s950,3
monkeyc2g2s951,7
monkeyc2g2s952,7
monkeyc2g2s953,7
monkeyc2g2s954,7
monkeyc2g2s955,7
monkeyc2g2s956,7
monkeyc2g2s957,7
monkeyc2g2s958,7
monkeyc2g2s959,7
monkeyc2g2s960,7
monkeyc2g2s961,3
monkeyc2g2s962,7
monkeyc2g2s963,7
monkeyc2g2s964,7
monkeyc2g2s965,7
monkeyc2g2s966,3
monkeyc2g2s967,7
monkeyc2g2s968,3
monkeyc2g2s969,7
monkeyc2g2s970,7
monkeyc2g2s971,3
monkeyc2g2s972,7
monkeyc2g2s973,3
monkeyc2g2s974,7
monkeyc2g2s975,7
monkeyc2g2s976,7
monkeyc2g2s977,7
monkeyc2g2s978,7
monkeyc2g2s979,7
monkeyc2g2s980,7
monkeyc2g2s981,7
monkeyc2g2s982,7
monkeyc2g2s983,7
monkeyc2g2s984,7
monkeyc2g2s985,7
monkeyc2g2s986,7
monkeyc2g2s987,7
monkeyc2g2s988,7
monkeyc2g2s989,7
monkeyc2g2s990,7
monkeyc2g2s991,7
monkeyc2g2s992,7
monkeyc2g2s993,7
monkeyc2g2s994,7
monkeyc2g2s995,7
monkeyc2g2s996,7
monkeyc2g2s997,7
monkeyc2g2s998,7
monkeyc2g2s999,7
monkeyc2g2s1000,7
monkeyc3l1s1001,9
monkeyc3l1s1002,5
monkeyc3l1s1003,5
monkeyc3l1s1004,9
monkeyc3l1s1005,9
monkeyc3l1s1006,9
monkeyc3l1s1007,9
monkeyc3l1s1008,9
monkeyc3l1s1009,5
monkeyc3l1s1010,9
monkeyc3l1s1011,5
monkeyc3l1s1012,9
monkeyc3l1s1013,5
monkeyc3l1s1014,5
monkeyc3l1s1015,5
monkeyc3l1s1016,9
monkeyc3l1s1017,5
monkeyc3l1s1018,5
monkeyc3l1s1019,5
monkeyc3l1s1020,9
monkeyc3l1s1021,9
monkeyc3l1s1022,9
monkeyc3l1s1023,5
monkeyc3l1s1024,5
monkeyc3l1s1025,9
monkeyc3l1s1026,5
monkeyc3l1s1027,9
monkeyc3l1s1028,5
monkeyc3l1s1029,9
monkeyc3l1s1030,5
monkeyc3l1s1031,9
monkeyc3l1s1032,5
monkeyc3l1s1033,9
monkeyc3l1s1034,5
monkeyc3l1s1035,9
monkeyc3l1s1036,5
monkeyc3l1s1037,9
monkeyc3l1s1038,5
monkeyc3l1s1039,5
monkeyc3l1s1040,5
monkeyc3l1s1041,5
monkeyc3l1s1042,9
monkeyc3l1s1043,9
monkeyc3l1s1044,5
monkeyc3l1s1045,9
monkeyc3l1s1046,9
monkeyc3l1s1047,5
monkeyc3l1s1048,9
monkeyc3l1s1049,9
monkeyc3l1s1050,5
monkeyc3l1s1051,5
monkeyc3l1s1052,9
monkeyc3l1s1053,5
monkeyc3l1s1054,5
monkeyc3l1s1055,5
monkeyc3l1s1056,9
monkeyc3l1s1057,9
monkeyc3l1s1058,9
monkeyc3l1s1059,9
monkeyc3l1s1060,5
monkeyc3l1s1061,9
monkeyc3l1s1062,9
monkeyc3l1s1063,9
monkeyc3l1s1064,5
monkeyc3l1s1065,9
monkeyc3l1s1066,9
monkeyc3l1s1067,9
monkeyc3l1s1068,9
monkeyc3l1s1069,9
