sample_label,clusters3
c2sp1s319,1
c2sp1s320,1
c2sp1s321,1
c2sp1s322,122
c2sp1s323,1
c2sp1s324,122
c2sp1s325,1
c2sp1s326,122
c2sp1s327,122
c2sp1s328,1
c2sp1s329,122
c2sp1s330,122
c2sp1s331,1
c2sp1s332,1
c2sp1s333,1
c2sp1s334,1
c2sp1s335,122
c2sp1s336,122
c2sp1s337,122
c2sp1s338,122
c2sp1s339,1
c2sp1s340,1
c2sp1s341,1
c2sp1s342,1
c2sp1s343,1
c2sp1s344,1
c2sp1s345,1
c2sp1s346,122
c2sp1s347,1
c2sp1s348,122
c2sp1s349,122
c2sp1s350,1
c2sp1s351,1
c2sp1s352,1
c2sp1s353,1
c2sp1s354,122
c2sp1s355,1
c2sp1s356,1
c2sp1s357,122
c2sp1s358,1
c2sp1s359,122
c2sp1s360,122
c2sp1s361,1
c2sp1s362,1
c2sp1s363,1
c2sp1s364,122
c2sp1s365,122
c2sp1s366,1
c2sp1s367,1
c2sp1s368,1
c2sp1s369,1
c2sp1s370,122
c2sp1s371,122
c2sp1s372,1
c2sp1s373,1
c2sp1s374,1
c2sp1s375,1
c2sp1s376,1
c2sp1s377,122
c2sp1s378,122
c2sp1s379,1
c2sp1s380,122
c2sp1s381,1
c2sp1s382,122
c2sp1s383,122
c2sp1s384,122
c2sp1s385,1
c2sp1s386,1
c2sp1s387,1
c2sp1s388,1
c2sp1s389,1
c2sp1s390,122
c2sp1s391,122
c2sp1s392,1
c2sp1s393,1
c2sp1s394,1
c2sp1s395,1
c2sp1s396,1
c2sp1s397,1
c2sp1s398,1
c2sp1s399,122
c2sp1s400,1
c2sp1s401,1
c2sp1s402,1
c2sp1s403,1
c2sp1s404,1
c2sp1s405,1
c2sp1s406,122
c2sp1s407,1
c2sp1s408,122
c2sp1s409,122
c2sp1s410,122
c2sp1s411,1
c2sp1s412,122
c2sp1s413,1
c2sp1s414,122
c2sp1s415,1
c2sp1s416,122
c2sp1s417,122
c2sp1s418,122
c2sp1s419,122
c2sp1s420,1
c2sp1s421,122
c2sp1s422,122
c2sp1s423,1
c2sp1s424,122
c2sp1s425,122
c2sp1s426,122
c2sp1s427,1
c2sp1s428,122
c2sp1s429,1
c2sp1s430,122
c2sp1s431,122
c2sp1s432,122
c2sp1s433,1
c2sp1s434,1
c2sp1s435,1
c2sp1s436,1
c2sp1s437,1
c2sp1s438,122
c2sp1s439,1
c2sp1s440,1
c2sp1s441,122
c2sp1s442,122
c2sp1s443,122
c2sp1s444,122
c2sp1s445,122
c2sp1s446,122
c2sp1s447,1
c2sp1s448,122
c2sp1s449,1
c2sp1s450,1
c2sp1s451,1
c2sp1s452,1
c2sp1s453,122
c2sp1s454,1
c2sp1s455,1
c2sp1s456,122
c2sp1s457,122
c2sp1s458,1
c2sp1s459,1
c2sp1s460,122
c2sp1s461,1
c2sp1s462,122
c2sp1s463,1
c2sp1s464,1
c2sp1s465,1
c2sp1s466,122
c2sp1s467,122
c2sp1s468,1
c2sp1s469,1
c2sp1s470,1
c2sp1s471,122
c2sp1s472,1
c2sp1s473,1
c2sp1s474,122
c2sp1s475,1
c2sp1s476,1
c2sp1s477,1
c2sp1s478,122
c2sp1s479,122
c2sp1s480,1
c2sp1s481,1
c2sp1s482,1
c2sp1s483,1
c2sp1s484,122
c2sp1s485,1
c2sp1s486,1
c2sp1s487,1
c2sp1s488,122
c2sp1s489,1
c2sp1s490,1
c2sp1s491,1
c2sp1s492,1
c2sp1s493,122
c2sp1s494,122
c2sp1s495,122
c2sp1s496,122
c2sp1s497,122
c2sp1s498,122
c2sp1s499,1
c2sp1s500,1
c2sp2s501,6
c2sp2s502,1
c2sp2s503,1
c2sp2s504,1
c2sp2s505,6
c2sp2s506,6
c2sp2s507,6
c2sp2s508,6
c2sp2s509,6
c2sp2s510,6
c2sp2s511,6
c2sp2s512,6
c2sp2s513,6
c2sp2s514,1
c2sp2s515,1
c2sp2s516,6
c2sp2s517,6
c2sp2s518,6
c2sp2s519,1
c2sp2s520,6
c2sp2s521,6
c2sp2s522,1
c2sp2s523,1
c2sp2s524,6
c2sp2s525,1
c2sp2s526,1
c2sp2s527,1
c2sp2s528,6
c2sp2s529,1
c2sp2s530,6
c2sp2s531,1
c2sp2s532,1
c2sp2s533,6
c2sp2s534,1
c2sp2s535,6
c2sp2s536,6
c2sp2s537,6
c2sp2s538,1
c2sp2s539,1
c2sp2s540,1
c2sp2s541,1
c2sp2s542,6
c2sp2s543,1
c2sp2s544,1
c2sp2s545,1
c2sp2s546,6
c2sp2s547,6
c2sp2s548,1
c2sp2s549,1
c2sp2s550,6
c2sp2s551,6
c2sp2s552,6
c2sp2s553,1
c2sp2s554,6
c2sp2s555,6
c2sp2s556,6
c2sp2s557,1
c2sp2s558,1
c2sp2s559,6
c2sp2s560,6
c2sp2s561,6
c2sp2s562,1
c2sp2s563,6
c2sp2s564,1
c2sp2s565,1
c2sp2s566,1
c2sp2s567,1
c2sp2s568,6
c2sp2s569,6
c2sp2s570,6
c2sp2s571,6
c2sp2s572,1
c2sp2s573,6
c2sp2s574,1
c2sp2s575,1
c2sp2s576,1
c2sp2s577,1
c2sp2s578,1
c2sp2s579,6
c2sp2s580,1
c2sp2s581,6
c2sp2s582,1
c2sp2s583,1
c2sp2s584,6
c2sp2s585,1
c2sp2s586,6
c2sp2s587,1
c2sp2s588,6
c2sp2s589,6
c2sp2s590,1
c2sp2s591,1
c2sp2s592,6
c2sp2s593,6
c2sp2s594,1
c2sp2s595,1
c2sp2s596,1
c2sp2s597,1
c2sp2s598,6
c2sp2s599,1
c2sp2s600,1
c2sp2s601,1
c2sp2s602,6
c2sp2s603,1
c2sp2s604,1
c2sp2s605,6
c2sp2s606,1
c2sp2s607,1
c2sp2s608,1
c2sp2s609,1
c2sp2s610,6
c2sp2s611,1
c2sp2s612,1
c2sp2s613,6
c2sp2s614,6
c2sp2s615,1
c2sp2s616,6
c2sp2s617,1
c2sp2s618,6
c2sp2s619,6
c2sp2s620,1
c2sp2s621,1
c2sp2s622,1
c2sp2s623,1
c2sp2s624,1
c2sp2s625,1
c2sp2s626,6
c2sp2s627,6
c2sp2s628,1
c2sp2s629,1
c2sp2s630,1
c2sp2s631,6
c2sp2s632,6
c2sp2s633,1
c2sp2s634,1
c2sp2s635,6
c2sp2s636,6
c2sp2s637,6
c2sp2s638,6
c2sp2s639,1
c2sp2s640,6
c2sp2s641,1
c2sp2s642,1
c2sp2s643,1
c2sp2s644,1
c2sp2s645,6
c2sp2s646,1
c2sp2s647,6
c2sp2s648,1
c2sp2s649,1
c2sp2s650,6
c2sp2s651,6
c2sp2s652,6
c2sp2s653,1
c2sp2s654,1
c2sp2s655,1
c2sp2s656,1
c2sp2s657,1
c2sp2s658,1
c2sp2s659,1
c2sp2s660,1
c2sp2s661,1
c2sp2s662,6
c2sp2s663,6
c2sp2s664,1
c2sp2s665,1
c2sp2s666,1
c2sp2s667,1
c2sp2s668,6
c2sp2s669,1
c2sp2s670,6
c2sp2s671,6
c2sp2s672,6
c2sp2s673,1
c2sp2s674,6
c2sp2s675,6
c2sp2s676,6
c2sp2s677,1
c2sp2s678,1
c2sp2s679,1
c2sp2s680,1
c2sp2s681,6
c2sp2s682,6
c2sp2s683,6
c2sp2s684,6
c2sp2s685,1
c2sp2s686,6
c2sp2s687,1
c2sp2s688,6
c2sp2s689,1
c2sp2s690,6
c2sp2s691,1
c2sp2s692,1
c2sp2s693,1
c2sp2s694,1
c2sp2s695,6
c2sp2s696,1
c2sp2s697,6
c2sp2s698,1
c2sp2s699,6
c2sp2s700,6
c2sp2s701,6
c2sp2s702,1
c2sp2s703,6
c2sp2s704,1
c2sp2s705,6
c2sp2s706,1
c2sp2s707,6
c2sp2s708,6
c2sp2s709,6
c2sp2s710,1
c2sp2s711,6
c2sp2s712,1
c2sp2s713,6
c2sp2s714,6
c2sp2s715,1
c2sp2s716,6
c2sp2s717,6
c2sp2s718,1
c2sp2s719,6
c2sp2s720,6
c2sp2s721,1
c2sp2s722,6
c2sp2s723,6
c2sp2s724,6
c2sp2s725,6
c2sp2s726,6
c2sp2s727,6
c2sp2s728,1
c2sp2s729,6
c2sp2s730,6
c2sp2s731,6
c2sp2s732,1
c2sp2s733,1
c2sp2s734,1
c2sp2s735,1
c2sp2s736,1
c2sp2s737,1
c2sp2s738,1
c2sp2s739,1
c2sp2s740,6
c2sp2s741,1
c2sp2s742,1
c2sp2s743,1
c2sp2s744,6
c2sp2s745,1
c2sp2s746,6
c2sp2s747,1
c2sp2s748,6
c2sp2s749,6
c2sp2s750,6
c2sp2s751,6
c2sp2s752,6
c2sp2s753,6
c2sp2s754,1
c2sp2s755,1
c2sp2s756,1
c2sp2s757,1
c2sp2s758,1
c2sp2s759,1
c2sp2s760,1
c2sp2s761,1
c2sp2s762,6
c2sp2s763,1
c2sp2s764,6
c2sp2s765,6
c2sp2s766,6
c2sp2s767,1
c2sp2s768,1
c2sp2s769,1
c2sp2s770,6
c2sp2s771,6
c2sp2s772,1
c2sp2s773,1
c2sp2s774,1
c2sp2s775,1
c2sp2s776,6
c2sp2s777,6
c2sp2s778,1
c2sp2s779,6
c2sp2s780,1
c2sp2s781,1
c2sp2s782,6
c2sp2s783,1
c2sp2s784,1
c2sp2s785,6
c2sp2s786,6
c2sp2s787,1
c2sp2s788,6
c2sp2s789,6
c2sp2s790,1
c2sp2s791,6
c2sp2s792,6
c2sp2s793,1
c2sp2s794,6
c2sp2s795,1
c2sp2s796,1
c2sp2s797,1
c2sp2s798,6
c2sp2s799,6
c2sp2s800,6
c2sp2s801,1
c2sp2s802,6
c2sp2s803,6
c2sp2s804,1
c2sp2s805,6
c2sp2s806,6
c2sp2s807,6
c2sp2s808,1
c2sp2s809,1
c2sp2s810,1
c2sp2s811,6
c2sp2s812,1
c2sp2s813,1
c2sp2s814,6
c2sp2s815,6
c2sp2s816,1
c2sp2s817,1
c2sp2s818,6
c2sp2s819,1
c2sp2s820,1
c2sp2s821,1
c2sp2s822,1
c2sp2s823,1
c2sp2s824,6
c2sp2s825,6
c2sp2s826,6
c2sp2s827,6
c2sp2s828,1
c2sp2s829,1
c2sp2s830,1
c2sp2s831,6
c2sp2s832,1
c2sp2s833,1
c2sp2s834,6
c2sp2s835,1
c2sp2s836,1
c2sp2s837,6
c2sp2s838,6
c2sp2s839,1
c2sp2s840,6
c2sp2s841,6
c2sp2s842,6
c2sp2s843,1
c2sp2s844,1
c2sp2s845,6
c2sp2s846,1
c2sp2s847,1
c2sp2s848,1
c2sp2s849,6
c2sp2s850,6
c2sp2s851,1
c2sp2s852,1
c2sp2s853,6
c2sp2s854,6
c2sp2s855,6
c2sp2s856,6
c2sp2s857,1
c2sp2s858,6
c2sp2s859,6
c2sp2s860,6
c2sp2s861,6
c2sp2s862,1
c2sp2s863,1
c2sp2s864,1
c2sp2s865,1
c2sp2s866,6
c2sp2s867,6
c2sp2s868,6
c2sp2s869,1
c2sp2s870,6
c2sp2s871,1
c2sp2s872,1
c2sp2s873,6
c2sp2s874,6
c2sp2s875,1
c2sp2s876,6
c2sp2s877,6
c2sp2s878,1
c2sp2s879,1
c2sp2s880,6
c2sp2s881,6
c2sp2s882,1
c2sp2s883,6
c2sp2s884,1
c2sp2s885,6
c2sp2s886,1
c2sp2s887,6
c2sp2s888,6
c2sp2s889,6
c2sp2s890,6
c2sp2s891,6
c2sp2s892,1
c2sp2s893,1
c2sp2s894,6
c2sp2s895,6
c2sp2s896,1
c2sp2s897,6
c2sp2s898,1
c2sp2s899,6
c2sp2s900,6
c2sp2s901,1
c2sp2s902,6
c2sp2s903,6
c2sp2s904,6
c2sp2s905,6
c2sp2s906,6
c2sp2s907,1
c2sp2s908,1
c2sp2s909,1
c2sp2s910,6
c2sp2s911,1
c2sp2s912,6
c2sp2s913,6
c2sp2s914,6
c2sp2s915,6
c2sp2s916,1
c2sp2s917,6
c2sp2s918,6
c2sp2s919,1
c2sp2s920,6
c2sp2s921,1
c2sp2s922,1
c2sp2s923,1
c2sp2s924,6
c2sp2s925,1
c2sp2s926,6
c2sp2s927,1
c2sp2s928,6
c2sp2s929,1
c2sp2s930,1
c2sp2s931,6
c2sp2s932,6
c2sp2s933,6
c2sp2s934,6
c2sp2s935,1
c2sp2s936,1
c2sp2s937,6
c2sp2s938,1
c2sp2s939,6
c2sp2s940,1
c2sp2s941,6
c2sp2s942,1
c2sp2s943,6
c2sp2s944,6
c2sp2s945,6
c2sp2s946,6
c2sp2s947,1
c2sp2s948,1
c2sp2s949,6
c2sp2s950,1
c2sp2s951,1
c2sp2s952,6
c2sp2s953,6
c2sp2s954,1
c2sp2s955,1
c2sp2s956,1
c2sp2s957,1
c2sp2s958,1
c2sp2s959,1
c2sp2s960,6
c2sp2s961,1
c2sp2s962,6
c2sp2s963,6
c2sp2s964,1
c2sp2s965,1
c2sp2s966,1
c2sp2s967,1
c2sp2s968,1
c2sp2s969,6
c2sp2s970,1
c2sp2s971,1
c2sp2s972,1
c2sp2s973,1
c2sp2s974,1
c2sp2s975,1
c2sp2s976,1
c2sp2s977,6
c2sp2s978,6
c2sp2s979,6
c2sp2s980,6
c2sp2s981,1
c2sp2s982,6
c2sp2s983,1
c2sp2s984,6
c2sp2s985,6
c2sp2s986,6
c2sp2s987,1
c2sp2s988,1
c2sp2s989,1
c2sp2s990,1
c2sp2s991,6
c2sp2s992,1
c2sp2s993,6
c2sp2s994,6
c2sp2s995,1
c2sp2s996,1
c2sp2s997,1
c2sp2s998,6
c2sp2s999,1
c2sp2s1000,6
