sample_label,cluster
monkeyc1g1s279,8
monkeyc1g1s28,2
monkeyc1g1s280,0
monkeyc1g1s281,2
monkeyc1g1s282,2
monkeyc1g1s283,2
monkeyc1g1s284,2
monkeyc1g1s285,2
monkeyc1g1s286,2
monkeyc1g1s287,2
monkeyc1g1s288,2
monkeyc1g1s289,0
monkeyc1g1s29,2
monkeyc1g1s290,0
monkeyc1g1s291,8
monkeyc1g1s292,2
monkeyc1g1s293,0
monkeyc1g1s294,2
monkeyc1g1s295,0
monkeyc1g1s296,2
monkeyc1g1s297,2
monkeyc1g1s298,0
monkeyc1g1s299,2
monkeyc1g1s3,0
monkeyc1g1s30,0
monkeyc1g1s300,2
monkeyc1g1s301,2
monkeyc1g1s302,0
monkeyc1g1s303,2
monkeyc1g1s304,0
monkeyc1g1s305,2
monkeyc1g1s306,2
monkeyc1g1s307,2
monkeyc1g1s308,0
monkeyc1g1s309,2
monkeyc1g1s31,2
monkeyc1g1s310,2
monkeyc1g1s311,2
monkeyc1g1s312,2
monkeyc1g1s313,2
monkeyc1g1s314,2
monkeyc1g1s315,2
monkeyc1g1s316,9
monkeyc1g1s317,2
monkeyc1g1s318,2
monkeyc1g1s319,2
monkeyc1g1s32,8
monkeyc1g1s320,0
monkeyc1g1s321,2
monkeyc1g1s322,8
monkeyc1g1s323,2
monkeyc1g1s324,2
monkeyc1g1s325,0
monkeyc1g1s326,2
monkeyc1g1s327,2
monkeyc1g1s328,0
monkeyc1g1s329,2
monkeyc1g1s33,2
monkeyc1g1s330,2
monkeyc1g1s331,2
monkeyc1g1s332,9
monkeyc1g1s333,2
monkeyc1g1s334,2
monkeyc1g1s335,2
monkeyc1g1s336,2
monkeyc1g1s337,2
monkeyc1g1s338,2
monkeyc1g1s339,9
monkeyc1g1s34,2
monkeyc1g1s340,9
monkeyc1g1s341,0
monkeyc1g1s342,0
monkeyc1g1s343,2
monkeyc1g1s344,2
monkeyc1g1s345,2
monkeyc1g1s346,2
monkeyc1g1s347,0
monkeyc1g1s348,2
monkeyc1g1s349,2
monkeyc1g1s35,2
monkeyc1g1s350,2
monkeyc1g1s351,2
monkeyc1g1s352,2
monkeyc1g1s353,2
monkeyc1g1s354,2
monkeyc1g1s355,0
monkeyc1g1s356,2
monkeyc1g1s357,2
monkeyc1g1s358,2
monkeyc1g1s359,2
monkeyc1g1s36,8
monkeyc1g1s360,0
monkeyc1g1s361,2
monkeyc1g1s362,0
monkeyc1g1s363,2
monkeyc1g1s364,2
monkeyc1g1s365,8
monkeyc1g1s366,9
monkeyc1g1s367,9
monkeyc1g1s368,9
monkeyc1g1s369,2
monkeyc1g1s37,8
monkeyc1g1s370,8
monkeyc1g1s371,2
monkeyc1g1s372,0
monkeyc1g1s373,2
monkeyc1g1s374,2
monkeyc1g1s375,0
monkeyc1g1s376,0
monkeyc1g1s377,2
monkeyc1g1s378,8
monkeyc1g1s379,2
monkeyc1g1s38,2
monkeyc1g1s380,2
monkeyc1g1s381,2
monkeyc1g1s382,2
monkeyc1g1s383,2
monkeyc1g1s384,2
monkeyc1g1s385,0
monkeyc1g1s386,2
monkeyc1g1s387,2
monkeyc1g1s388,2
monkeyc1g1s389,0
monkeyc1g1s39,0
monkeyc1g1s390,2
monkeyc1g1s391,8
monkeyc1g1s392,2
monkeyc1g1s393,2
monkeyc1g1s394,0
monkeyc1g1s395,2
monkeyc1g1s396,2
monkeyc1g1s397,0
monkeyc1g1s398,2
monkeyc1g1s399,2
monkeyc1g1s4,8
monkeyc1g1s40,2
monkeyc1g1s400,0
monkeyc1g1s401,2
monkeyc1g1s402,0
monkeyc1g1s403,2
monkeyc1g1s404,2
monkeyc1g1s405,2
monkeyc1g1s406,2
monkeyc1g1s407,0
monkeyc1g1s408,2
monkeyc1g1s409,8
monkeyc1g1s41,0
monkeyc1g1s410,2
monkeyc1g1s411,2
monkeyc1g1s412,8
monkeyc1g1s413,2
monkeyc1g1s414,8
monkeyc1g1s415,0
monkeyc1g1s416,8
monkeyc1g1s417,2
monkeyc1g1s418,2
monkeyc1g1s419,8
monkeyc1g1s42,2
monkeyc1g1s420,2
monkeyc1g1s421,2
monkeyc1g1s422,8
monkeyc1g1s423,2
monkeyc1g1s424,8
monkeyc1g1s425,2
monkeyc1g1s426,8
monkeyc1g1s427,2
monkeyc1g1s428,0
monkeyc1g1s429,9
monkeyc1g1s43,8
monkeyc1g1s430,2
monkeyc1g1s431,2
monkeyc1g1s432,2
monkeyc1g1s433,2
monkeyc1g1s434,2
monkeyc1g1s435,2
monkeyc1g1s436,2
monkeyc1g1s437,2
monkeyc1g1s438,2
monkeyc1g1s439,9
monkeyc1g1s44,2
monkeyc1g1s440,2
monkeyc1g1s441,8
monkeyc1g1s442,2
monkeyc1g1s443,2
monkeyc1g1s444,2
monkeyc1g1s445,2
monkeyc1g1s446,8
monkeyc1g1s447,2
monkeyc1g1s448,0
monkeyc1g1s449,2
monkeyc1g1s45,8
monkeyc1g1s450,2
monkeyc1g1s451,0
monkeyc1g1s452,2
monkeyc1g1s453,8
monkeyc1g1s454,2
monkeyc1g1s455,2
monkeyc1g1s456,0
monkeyc1g1s457,2
monkeyc1g1s458,0
monkeyc1g1s459,2
monkeyc1g1s46,2
monkeyc1g1s460,8
monkeyc1g1s461,2
monkeyc1g1s462,8
monkeyc1g1s463,0
monkeyc1g1s464,2
monkeyc1g1s465,2
monkeyc1g1s466,8
monkeyc1g1s467,2
monkeyc1g1s468,2
monkeyc1g1s469,2
monkeyc1g1s47,2
monkeyc1g1s470,2
monkeyc1g1s471,2
monkeyc1g1s472,0
monkeyc1g1s473,2
monkeyc1g1s474,8
monkeyc1g1s475,2
monkeyc1g1s476,2
monkeyc1g1s477,2
monkeyc1g1s478,2
monkeyc1g1s479,0
monkeyc1g1s48,0
monkeyc1g1s480,2
monkeyc1g1s481,2
monkeyc1g1s482,0
monkeyc1g1s483,2
monkeyc1g1s484,0
monkeyc1g1s485,2
monkeyc1g1s486,0
monkeyc1g1s487,2
monkeyc1g1s488,0
monkeyc1g1s489,2
monkeyc1g1s49,2
monkeyc1g1s490,2
monkeyc1g1s491,9
monkeyc1g1s492,2
monkeyc1g1s493,2
monkeyc1g1s494,2
monkeyc1g1s495,2
monkeyc1g1s496,2
monkeyc1g1s497,8
monkeyc1g1s498,8
monkeyc1g1s499,2
monkeyc1g1s5,2
monkeyc1g1s50,0
monkeyc1g1s500,2
monkeyc1g1s51,0
monkeyc1g1s52,9
monkeyc1g1s53,0
monkeyc1g1s54,8
monkeyc1g1s55,0
monkeyc1g1s56,8
monkeyc1g1s57,2
monkeyc1g1s58,2
monkeyc1g1s59,0
monkeyc1g1s6,2
monkeyc1g1s60,0
monkeyc1g1s61,0
monkeyc1g1s62,2
monkeyc1g1s63,2
monkeyc1g1s64,2
monkeyc1g1s65,2
monkeyc1g1s66,2
monkeyc1g1s67,2
monkeyc1g1s68,2
monkeyc1g1s69,0
monkeyc1g1s7,2
monkeyc1g1s70,2
monkeyc1g1s71,2
monkeyc1g1s72,2
monkeyc1g1s73,2
monkeyc1g1s74,2
monkeyc1g1s75,9
monkeyc1g1s76,2
monkeyc1g1s77,2
monkeyc1g1s78,2
monkeyc1g1s79,2
monkeyc1g1s8,2
monkeyc1g1s80,0
monkeyc1g1s81,2
monkeyc1g1s82,2
monkeyc1g1s83,8
monkeyc1g1s84,0
monkeyc1g1s85,8
monkeyc1g1s86,8
monkeyc1g1s87,2
monkeyc1g1s88,2
monkeyc1g1s89,2
monkeyc1g1s9,2
monkeyc1g1s90,2
monkeyc1g1s91,2
monkeyc1g1s92,8
monkeyc1g1s93,0
monkeyc1g1s94,9
monkeyc1g1s95,2
monkeyc1g1s96,2
monkeyc1g1s97,2
monkeyc1g1s98,8
monkeyc1g1s99,0
monkeyc2g2s1000,5
monkeyc2g2s501,5
monkeyc2g2s502,2
monkeyc2g2s503,2
monkeyc2g2s504,2
monkeyc2g2s505,2
monkeyc2g2s506,5
monkeyc2g2s507,5
monkeyc2g2s508,5
monkeyc2g2s509,2
monkeyc2g2s510,5
monkeyc2g2s511,5
monkeyc2g2s512,2
monkeyc2g2s513,5
monkeyc2g2s514,5
monkeyc2g2s515,7
monkeyc2g2s516,5
monkeyc2g2s517,5
monkeyc2g2s518,5
monkeyc2g2s519,2
monkeyc2g2s520,5
monkeyc2g2s521,5
monkeyc2g2s522,7
monkeyc2g2s523,2
monkeyc2g2s524,5
monkeyc2g2s525,2
monkeyc2g2s526,2
monkeyc2g2s527,2
monkeyc2g2s528,5
monkeyc2g2s529,2
monkeyc2g2s530,2
monkeyc2g2s531,2
monkeyc2g2s532,5
monkeyc2g2s533,2
monkeyc2g2s534,5
monkeyc2g2s535,5
monkeyc2g2s536,2
monkeyc2g2s537,5
monkeyc2g2s538,5
monkeyc2g2s539,2
monkeyc2g2s540,5
monkeyc2g2s541,5
monkeyc2g2s542,5
monkeyc2g2s543,2
monkeyc2g2s544,2
monkeyc2g2s545,2
monkeyc2g2s546,5
monkeyc2g2s547,5
monkeyc2g2s548,7
monkeyc2g2s549,2
monkeyc2g2s550,5
monkeyc2g2s551,5
monkeyc2g2s552,5
monkeyc2g2s553,7
monkeyc2g2s554,5
monkeyc2g2s555,5
monkeyc2g2s556,2
monkeyc2g2s557,2
monkeyc2g2s558,2
monkeyc2g2s559,5
monkeyc2g2s560,5
monkeyc2g2s561,5
monkeyc2g2s562,2
monkeyc2g2s563,2
monkeyc2g2s564,2
monkeyc2g2s565,2
monkeyc2g2s566,2
monkeyc2g2s567,2
monkeyc2g2s568,5
monkeyc2g2s569,5
monkeyc2g2s570,2
monkeyc2g2s571,5
monkeyc2g2s572,7
monkeyc2g2s573,2
monkeyc2g2s574,2
monkeyc2g2s575,2
monkeyc2g2s576,2
monkeyc2g2s577,2
monkeyc2g2s578,2
monkeyc2g2s579,5
monkeyc2g2s580,2
monkeyc2g2s581,5
monkeyc2g2s582,2
monkeyc2g2s583,7
monkeyc2g2s584,5
monkeyc2g2s585,2
monkeyc2g2s586,5
monkeyc2g2s587,2
monkeyc2g2s588,5
monkeyc2g2s589,5
monkeyc2g2s590,2
monkeyc2g2s591,7
monkeyc2g2s592,5
monkeyc2g2s593,2
monkeyc2g2s594,2
monkeyc2g2s595,7
monkeyc2g2s596,7
monkeyc2g2s597,5
monkeyc2g2s598,2
monkeyc2g2s599,2
monkeyc2g2s600,2
monkeyc2g2s601,7
monkeyc2g2s602,5
monkeyc2g2s603,2
monkeyc2g2s604,2
monkeyc2g2s605,5
monkeyc2g2s606,7
monkeyc2g2s607,5
monkeyc2g2s608,2
monkeyc2g2s609,2
monkeyc2g2s610,5
monkeyc2g2s611,7
monkeyc2g2s612,7
monkeyc2g2s613,5
monkeyc2g2s614,5
monkeyc2g2s615,2
monkeyc2g2s616,5
monkeyc2g2s617,2
monkeyc2g2s618,2
monkeyc2g2s619,5
monkeyc2g2s620,2
monkeyc2g2s621,2
monkeyc2g2s622,2
monkeyc2g2s623,7
monkeyc2g2s624,7
monkeyc2g2s625,7
monkeyc2g2s626,5
monkeyc2g2s627,5
monkeyc2g2s628,2
monkeyc2g2s629,5
monkeyc2g2s630,7
monkeyc2g2s631,5
monkeyc2g2s632,5
monkeyc2g2s633,2
monkeyc2g2s634,2
monkeyc2g2s635,5
monkeyc2g2s636,5
monkeyc2g2s637,5
monkeyc2g2s638,5
monkeyc2g2s639,2
monkeyc2g2s640,5
monkeyc2g2s641,5
monkeyc2g2s642,2
monkeyc2g2s643,7
monkeyc2g2s644,2
monkeyc2g2s645,5
monkeyc2g2s646,2
monkeyc2g2s647,5
monkeyc2g2s648,7
monkeyc2g2s649,2
monkeyc2g2s650,5
monkeyc2g2s651,5
monkeyc2g2s652,7
monkeyc2g2s653,2
monkeyc2g2s654,2
monkeyc2g2s655,2
monkeyc2g2s656,2
monkeyc2g2s657,5
monkeyc2g2s658,7
monkeyc2g2s659,2
monkeyc2g2s660,2
monkeyc2g2s661,7
monkeyc2g2s662,5
monkeyc2g2s663,5
monkeyc2g2s664,7
monkeyc2g2s665,2
monkeyc2g2s666,2
monkeyc2g2s667,2
monkeyc2g2s668,5
monkeyc2g2s669,2
monkeyc2g2s670,5
monkeyc2g2s671,5
monkeyc2g2s672,5
monkeyc2g2s673,2
monkeyc2g2s674,7
monkeyc2g2s675,5
monkeyc2g2s676,5
monkeyc2g2s677,2
monkeyc2g2s678,2
monkeyc2g2s679,2
monkeyc2g2s680,7
monkeyc2g2s681,5
monkeyc2g2s682,5
monkeyc2g2s683,5
monkeyc2g2s684,5
monkeyc2g2s685,2
monkeyc2g2s686,2
monkeyc2g2s687,2
monkeyc2g2s688,5
monkeyc2g2s689,2
monkeyc2g2s690,5
monkeyc2g2s691,2
monkeyc2g2s692,2
monkeyc2g2s693,7
monkeyc2g2s694,2
monkeyc2g2s695,5
monkeyc2g2s696,5
monkeyc2g2s697,5
monkeyc2g2s698,2
monkeyc2g2s699,2
monkeyc2g2s700,5
monkeyc2g2s701,5
monkeyc2g2s702,2
monkeyc2g2s703,2
monkeyc2g2s704,2
monkeyc2g2s705,5
monkeyc2g2s706,2
monkeyc2g2s707,5
monkeyc2g2s708,2
monkeyc2g2s709,5
monkeyc2g2s710,7
monkeyc2g2s711,5
monkeyc2g2s712,2
monkeyc2g2s713,2
monkeyc2g2s714,5
monkeyc2g2s715,2
monkeyc2g2s716,5
monkeyc2g2s717,2
monkeyc2g2s718,2
monkeyc2g2s719,5
monkeyc2g2s720,5
monkeyc2g2s721,7
monkeyc2g2s722,7
monkeyc2g2s723,5
monkeyc2g2s724,5
monkeyc2g2s725,5
monkeyc2g2s726,2
monkeyc2g2s727,5
monkeyc2g2s728,2
monkeyc2g2s729,5
monkeyc2g2s730,5
monkeyc2g2s731,2
monkeyc2g2s732,2
monkeyc2g2s733,7
monkeyc2g2s734,7
monkeyc2g2s735,2
monkeyc2g2s736,2
monkeyc2g2s737,7
monkeyc2g2s738,5
monkeyc2g2s739,2
monkeyc2g2s740,5
monkeyc2g2s741,7
monkeyc2g2s742,2
monkeyc2g2s743,2
monkeyc2g2s744,2
monkeyc2g2s745,2
monkeyc2g2s746,5
monkeyc2g2s747,7
monkeyc2g2s748,2
monkeyc2g2s749,5
monkeyc2g2s750,5
monkeyc2g2s751,5
monkeyc2g2s752,5
monkeyc2g2s753,5
monkeyc2g2s754,2
monkeyc2g2s755,7
monkeyc2g2s756,2
monkeyc2g2s757,2
monkeyc2g2s758,2
monkeyc2g2s759,5
monkeyc2g2s760,2
monkeyc2g2s761,2
monkeyc2g2s762,5
monkeyc2g2s763,5
monkeyc2g2s764,5
monkeyc2g2s765,5
monkeyc2g2s766,5
monkeyc2g2s767,2
monkeyc2g2s768,2
monkeyc2g2s769,2
monkeyc2g2s770,5
monkeyc2g2s771,5
monkeyc2g2s772,5
monkeyc2g2s773,2
monkeyc2g2s774,2
monkeyc2g2s775,2
monkeyc2g2s776,5
monkeyc2g2s777,2
monkeyc2g2s778,2
monkeyc2g2s779,5
monkeyc2g2s780,2
monkeyc2g2s781,2
monkeyc2g2s782,5
monkeyc2g2s783,2
monkeyc2g2s784,7
monkeyc2g2s785,5
monkeyc2g2s786,5
monkeyc2g2s787,7
monkeyc2g2s788,5
monkeyc2g2s789,5
monkeyc2g2s790,7
monkeyc2g2s791,5
monkeyc2g2s792,5
monkeyc2g2s793,5
monkeyc2g2s794,5
monkeyc2g2s795,2
monkeyc2g2s796,2
monkeyc2g2s797,2
monkeyc2g2s798,5
monkeyc2g2s799,5
monkeyc2g2s800,5
monkeyc2g2s801,5
monkeyc2g2s802,5
monkeyc2g2s803,5
monkeyc2g2s804,2
monkeyc2g2s805,5
monkeyc2g2s806,5
monkeyc2g2s807,5
monkeyc2g2s808,7
monkeyc2g2s809,5
monkeyc2g2s810,2
monkeyc2g2s811,5
monkeyc2g2s812,2
monkeyc2g2s813,2
monkeyc2g2s814,5
monkeyc2g2s815,5
monkeyc2g2s816,2
monkeyc2g2s817,2
monkeyc2g2s818,5
monkeyc2g2s819,2
monkeyc2g2s820,2
monkeyc2g2s821,2
monkeyc2g2s822,2
monkeyc2g2s823,7
monkeyc2g2s824,5
monkeyc2g2s825,5
monkeyc2g2s826,5
monkeyc2g2s827,5
monkeyc2g2s828,2
monkeyc2g2s829,2
monkeyc2g2s830,7
monkeyc2g2s831,5
monkeyc2g2s832,2
monkeyc2g2s833,7
monkeyc2g2s834,5
monkeyc2g2s835,2
monkeyc2g2s836,7
monkeyc2g2s837,5
monkeyc2g2s838,5
monkeyc2g2s839,5
monkeyc2g2s840,5
monkeyc2g2s841,2
monkeyc2g2s842,5
monkeyc2g2s843,2
monkeyc2g2s844,2
monkeyc2g2s845,5
monkeyc2g2s846,7
monkeyc2g2s847,7
monkeyc2g2s848,7
monkeyc2g2s849,2
monkeyc2g2s850,5
monkeyc2g2s851,2
monkeyc2g2s852,2
monkeyc2g2s853,5
monkeyc2g2s854,5
monkeyc2g2s855,5
monkeyc2g2s856,2
monkeyc2g2s857,2
monkeyc2g2s858,5
monkeyc2g2s859,5
monkeyc2g2s860,5
monkeyc2g2s861,5
monkeyc2g2s862,7
monkeyc2g2s863,2
monkeyc2g2s864,2
monkeyc2g2s865,2
monkeyc2g2s866,5
monkeyc2g2s867,5
monkeyc2g2s868,5
monkeyc2g2s869,2
monkeyc2g2s870,5
monkeyc2g2s871,2
monkeyc2g2s872,7
monkeyc2g2s873,5
monkeyc2g2s874,5
monkeyc2g2s875,2
monkeyc2g2s876,5
monkeyc2g2s877,7
monkeyc2g2s878,2
monkeyc2g2s879,5
monkeyc2g2s880,5
monkeyc2g2s881,5
monkeyc2g2s882,5
monkeyc2g2s883,5
monkeyc2g2s884,7
monkeyc2g2s885,5
monkeyc2g2s886,2
monkeyc2g2s887,5
monkeyc2g2s888,2
monkeyc2g2s889,5
monkeyc2g2s890,5
monkeyc2g2s891,5
monkeyc2g2s892,7
monkeyc2g2s893,7
monkeyc2g2s894,5
monkeyc2g2s895,5
monkeyc2g2s896,2
monkeyc2g2s897,5
monkeyc2g2s898,2
monkeyc2g2s899,5
monkeyc2g2s900,2
monkeyc2g2s901,7
monkeyc2g2s902,5
monkeyc2g2s903,5
monkeyc2g2s904,5
monkeyc2g2s905,5
monkeyc2g2s906,5
monkeyc2g2s907,2
monkeyc2g2s908,2
monkeyc2g2s909,2
monkeyc2g2s910,5
monkeyc2g2s911,2
monkeyc2g2s912,5
monkeyc2g2s913,7
monkeyc2g2s914,5
monkeyc2g2s915,2
monkeyc2g2s916,7
monkeyc2g2s917,5
monkeyc2g2s918,5
monkeyc2g2s919,2
monkeyc2g2s920,5
monkeyc2g2s921,2
monkeyc2g2s922,7
monkeyc2g2s923,7
monkeyc2g2s924,5
monkeyc2g2s925,5
monkeyc2g2s926,5
monkeyc2g2s927,7
monkeyc2g2s928,5
monkeyc2g2s929,2
monkeyc2g2s930,7
monkeyc2g2s931,2
monkeyc2g2s932,5
monkeyc2g2s933,5
monkeyc2g2s934,2
monkeyc2g2s935,2
monkeyc2g2s936,2
monkeyc2g2s937,5
monkeyc2g2s938,7
monkeyc2g2s939,5
monkeyc2g2s940,2
monkeyc2g2s941,2
monkeyc2g2s942,7
monkeyc2g2s943,5
monkeyc2g2s944,2
monkeyc2g2s945,5
monkeyc2g2s946,5
monkeyc2g2s947,2
monkeyc2g2s948,2
monkeyc2g2s949,5
monkeyc2g2s950,7
monkeyc2g2s951,7
monkeyc2g2s952,2
monkeyc2g2s953,5
monkeyc2g2s954,7
monkeyc2g2s955,7
monkeyc2g2s956,2
monkeyc2g2s957,2
monkeyc2g2s958,2
monkeyc2g2s959,7
monkeyc2g2s960,5
monkeyc2g2s961,7
monkeyc2g2s962,5
monkeyc2g2s963,5
monkeyc2g2s964,7
monkeyc2g2s965,2
monkeyc2g2s966,7
monkeyc2g2s967,5
monkeyc2g2s968,7
monkeyc2g2s969,2
monkeyc2g2s970,2
monkeyc2g2s971,7
monkeyc2g2s972,7
monkeyc2g2s973,7
monkeyc2g2s974,2
monkeyc2g2s975,2
monkeyc2g2s976,2
monkeyc2g2s977,5
monkeyc2g2s978,2
monkeyc2g2s979,5
monkeyc2g2s980,5
monkeyc2g2s981,2
monkeyc2g2s982,5
monkeyc2g2s983,2
monkeyc2g2s984,5
monkeyc2g2s985,5
monkeyc2g2s986,5
monkeyc2g2s987,2
monkeyc2g2s988,7
monkeyc2g2s989,2
monkeyc2g2s990,2
monkeyc2g2s991,7
monkeyc2g2s992,2
monkeyc2g2s993,5
monkeyc2g2s994,5
monkeyc2g2s995,7
monkeyc2g2s996,5
monkeyc2g2s997,5
monkeyc2g2s998,2
monkeyc2g2s999,2
monkeyc3l1s1001,9
monkeyc3l1s1002,9
monkeyc3l1s1003,9
monkeyc3l1s1004,9
monkeyc3l1s1005,9
monkeyc3l1s1006,9
monkeyc3l1s1007,9
monkeyc3l1s1008,9
monkeyc3l1s1009,0
monkeyc3l1s1010,9
monkeyc3l1s1011,9
monkeyc3l1s1012,9
monkeyc3l1s1013,9
monkeyc3l1s1014,0
monkeyc3l1s1015,0
monkeyc3l1s1016,9
monkeyc3l1s1017,0
monkeyc3l1s1018,0
monkeyc3l1s1019,9
monkeyc3l1s1020,9
monkeyc3l1s1021,9
monkeyc3l1s1022,9
monkeyc3l1s1023,0
monkeyc3l1s1024,9
monkeyc3l1s1025,9
monkeyc3l1s1026,0
monkeyc3l1s1027,9
monkeyc3l1s1028,9
monkeyc3l1s1029,9
monkeyc3l1s1030,9
monkeyc3l1s1031,9
monkeyc3l1s1032,0
monkeyc3l1s1033,9
monkeyc3l1s1034,9
monkeyc3l1s1035,9
monkeyc3l1s1036,9
monkeyc3l1s1037,9
monkeyc3l1s1038,9
monkeyc3l1s1039,9
monkeyc3l1s1040,0
monkeyc3l1s1041,0
monkeyc3l1s1042,9
monkeyc3l1s1043,9
monkeyc3l1s1044,9
monkeyc3l1s1045,9
monkeyc3l1s1046,9
monkeyc3l1s1047,0
monkeyc3l1s1048,9
monkeyc3l1s1049,9
monkeyc3l1s1050,9
monkeyc3l1s1051,9
monkeyc3l1s1052,9
monkeyc3l1s1053,0
monkeyc3l1s1054,9
monkeyc3l1s1055,0
monkeyc3l1s1056,9
monkeyc3l1s1057,9
monkeyc3l1s1058,9
monkeyc3l1s1059,9
monkeyc3l1s1060,9
monkeyc3l1s1061,9
monkeyc3l1s1062,9
monkeyc3l1s1063,9
monkeyc3l1s1064,9
monkeyc3l1s1065,9
monkeyc3l1s1066,9
monkeyc3l1s1067,9
monkeyc3l1s1068,9
monkeyc3l1s1069,9
monkeyc3l1s1070,9
